timestamp,switch,source_ip,destination_ip,input_port,output_port,packet_count,byte_count,duration
2026-08-17 14:21:41,1,N/A,N/A,2,1,24,2240,75
2026-08-17 14:21:41,1,N/A,N/A,1,2,23,2142,75
2026-08-17 14:21:41,1,N/A,N/A,3,1,3,238,75
2026-08-17 14:21:41,1,N/A,N/A,1,3,2,140,75
2026-08-17 14:21:41,1,N/A,N/A,3,2,25,2282,75
2026-08-17 14:21:41,1,N/A,N/A,2,3,24,2184,75
2026-08-17 14:21:46,1,N/A,N/A,2,1,24,2240,80
2026-08-17 14:21:46,1,N/A,N/A,1,2,23,2142,80
2026-08-17 14:21:46,1,N/A,N/A,3,1,3,238,80
2026-08-17 14:21:46,1,N/A,N/A,1,3,2,140,80
2026-08-17 14:21:46,1,N/A,N/A,3,2,25,2282,80
2026-08-17 14:21:46,1,N/A,N/A,2,3,24,2184,80
2026-08-17 14:21:51,1,N/A,N/A,2,1,24,2240,85
2026-08-17 14:21:51,1,N/A,N/A,1,2,23,2142,85
2026-08-17 14:21:51,1,N/A,N/A,3,1,3,238,85
2026-08-17 14:21:51,1,N/A,N/A,1,3,2,140,85
2026-08-17 14:21:51,1,N/A,N/A,3,2,25,2282,85
2026-08-17 14:21:51,1,N/A,N/A,2,3,24,2184,85
2026-08-17 14:21:56,1,N/A,N/A,2,1,24,2240,90
2026-08-17 14:21:56,1,N/A,N/A,1,2,23,2142,90
2026-08-17 14:21:56,1,N/A,N/A,3,1,3,238,90
2026-08-17 14:21:56,1,N/A,N/A,1,3,2,140,90
2026-08-17 14:21:56,1,N/A,N/A,3,2,25,2282,90
2026-08-17 14:21:56,1,N/A,N/A,2,3,24,2184,90
2026-08-17 14:22:01,1,N/A,N/A,2,1,24,2240,95
2026-08-17 14:22:01,1,N/A,N/A,1,2,23,2142,95
2026-08-17 14:22:01,1,N/A,N/A,3,1,3,238,95
2026-08-17 14:22:01,1,N/A,N/A,1,3,2,140,95
2026-08-17 14:22:01,1,N/A,N/A,3,2,25,2282,95
2026-08-17 14:22:01,1,N/A,N/A,2,3,24,2184,95
2026-08-17 14:22:06,1,N/A,N/A,2,1,24,2240,100
2026-08-17 14:22:06,1,N/A,N/A,1,2,23,2142,100
2026-08-17 14:22:06,1,N/A,N/A,3,1,3,238,100
2026-08-17 14:22:06,1,N/A,N/A,1,3,2,140,100
2026-08-17 14:22:06,1,N/A,N/A,3,2,25,2282,100
2026-08-17 14:22:06,1,N/A,N/A,2,3,24,2184,100
2026-08-22 08:19:47,1,10.0.0.2,10.0.0.3,2,1,2,196,1,normal
2026-08-22 08:19:47,1,10.0.0.1,10.0.0.2,1,2,1,98,1,normal
2026-08-22 08:19:47,1,N/A,N/A,3,1,2,196,1,normal
2026-08-22 08:19:47,1,10.0.0.1,10.0.0.2,1,3,1,98,1,normal
2026-08-22 08:19:47,1,N/A,N/A,3,2,2,196,1,normal
2026-08-22 08:19:47,1,10.0.0.2,10.0.0.3,2,3,1,98,1,normal
2026-08-22 08:19:52,1,10.0.0.2,10.0.0.3,2,1,3,238,6,normal
2026-08-22 08:19:52,1,10.0.0.1,10.0.0.2,1,2,2,140,6,normal
2026-08-22 08:19:52,1,N/A,N/A,3,1,3,238,6,normal
2026-08-22 08:19:52,1,10.0.0.1,10.0.0.2,1,3,2,140,6,normal
2026-08-22 08:19:52,1,N/A,N/A,3,2,3,238,6,normal
2026-08-22 08:19:52,1,10.0.0.2,10.0.0.3,2,3,2,140,6,normal
2026-08-22 08:19:57,1,10.0.0.2,10.0.0.3,2,1,3,238,11,normal
2026-08-22 08:19:57,1,10.0.0.1,10.0.0.2,1,2,2,140,11,normal
2026-08-22 08:19:57,1,N/A,N/A,3,1,3,238,11,normal
2026-08-22 08:19:57,1,10.0.0.1,10.0.0.2,1,3,2,140,11,normal
2026-08-22 08:19:57,1,N/A,N/A,3,2,3,238,11,normal
2026-08-22 08:19:57,1,10.0.0.2,10.0.0.3,2,3,2,140,11,normal
2026-08-22 08:19:59,1,10.0.0.2,10.0.0.3,2,1,3,238,16,normal
2026-08-22 08:19:59,1,10.0.0.1,10.0.0.2,1,2,2,140,16,normal
2026-08-22 08:19:59,1,N/A,N/A,3,1,3,238,16,normal
2026-08-22 08:19:59,1,10.0.0.1,10.0.0.2,1,3,2,140,16,normal
2026-08-22 08:19:59,1,N/A,N/A,3,2,3,238,16,normal
2026-08-22 08:19:59,1,10.0.0.2,10.0.0.3,2,3,2,140,16,normal
2026-08-22 08:20:04,1,10.0.0.2,10.0.0.3,2,1,4,336,21,normal
2026-08-22 08:20:04,1,10.0.0.1,10.0.0.2,1,2,3,238,21,normal
2026-08-22 08:20:04,1,N/A,N/A,3,1,3,238,21,normal
2026-08-22 08:20:04,1,10.0.0.1,10.0.0.2,1,3,2,140,21,normal
2026-08-22 08:20:04,1,N/A,N/A,3,2,3,238,21,normal
2026-08-22 08:20:04,1,10.0.0.2,10.0.0.3,2,3,2,140,21,normal
2026-08-22 08:20:09,1,10.0.0.2,10.0.0.3,2,1,9,826,26,normal
2026-08-22 08:20:09,1,10.0.0.1,10.0.0.2,1,2,8,728,26,normal
2026-08-22 08:20:09,1,N/A,N/A,3,1,3,238,26,normal
2026-08-22 08:20:09,1,10.0.0.1,10.0.0.2,1,3,2,140,26,normal
2026-08-22 08:20:09,1,N/A,N/A,3,2,3,238,26,normal
2026-08-22 08:20:09,1,10.0.0.2,10.0.0.3,2,3,2,140,26,normal
2026-08-22 08:20:14,1,10.0.0.2,10.0.0.3,2,1,13,1218,31,normal
2026-08-22 08:20:14,1,10.0.0.1,10.0.0.2,1,2,12,1120,31,normal
2026-08-22 08:20:14,1,N/A,N/A,3,1,3,238,31,normal
2026-08-22 08:20:14,1,10.0.0.1,10.0.0.2,1,3,2,140,31,normal
2026-08-22 08:20:14,1,N/A,N/A,3,2,3,238,31,normal
2026-08-22 08:20:14,1,10.0.0.2,10.0.0.3,2,3,2,140,31,normal
2026-08-22 08:20:19,1,10.0.0.2,10.0.0.3,2,1,19,1750,36,normal
2026-08-22 08:20:19,1,10.0.0.1,10.0.0.2,1,2,18,1652,36,normal
2026-08-22 08:20:19,1,N/A,N/A,3,1,3,238,36,normal
2026-08-22 08:20:19,1,10.0.0.1,10.0.0.2,1,3,2,140,36,normal
2026-08-22 08:20:19,1,N/A,N/A,3,2,3,238,36,normal
2026-08-22 08:20:19,1,10.0.0.2,10.0.0.3,2,3,2,140,36,normal
2026-08-22 08:20:24,1,10.0.0.2,10.0.0.3,2,1,24,2240,41,normal
2026-08-22 08:20:24,1,10.0.0.1,10.0.0.2,1,2,23,2142,41,normal
2026-08-22 08:20:24,1,N/A,N/A,3,1,3,238,41,normal
2026-08-22 08:20:24,1,10.0.0.1,10.0.0.2,1,3,2,140,41,normal
2026-08-22 08:20:24,1,N/A,N/A,3,2,3,238,41,normal
2026-08-22 08:20:24,1,10.0.0.2,10.0.0.3,2,3,2,140,41,normal
2026-08-22 08:20:29,1,10.0.0.2,10.0.0.3,2,1,24,2240,46,normal
2026-08-22 08:20:29,1,10.0.0.1,10.0.0.2,1,2,23,2142,46,normal
2026-08-22 08:20:29,1,N/A,N/A,3,1,3,238,46,normal
2026-08-22 08:20:29,1,10.0.0.1,10.0.0.2,1,3,2,140,46,normal
2026-08-22 08:20:29,1,N/A,N/A,3,2,3,238,46,normal
2026-08-22 08:20:29,1,10.0.0.2,10.0.0.3,2,3,2,140,46,normal
2026-08-22 08:20:31,1,10.0.0.2,10.0.0.3,2,1,24,2240,51,normal
2026-08-22 08:20:31,1,10.0.0.1,10.0.0.2,1,2,23,2142,51,normal
2026-08-22 08:20:31,1,N/A,N/A,3,1,3,238,51,normal
2026-08-22 08:20:31,1,10.0.0.1,10.0.0.2,1,3,2,140,51,normal
2026-08-22 08:20:31,1,N/A,N/A,3,2,5,434,51,normal
2026-08-22 08:20:31,1,10.0.0.2,10.0.0.3,2,3,4,336,51,normal
2026-08-22 08:20:36,1,10.0.0.2,10.0.0.3,2,1,24,2240,56,normal
2026-08-22 08:20:36,1,10.0.0.1,10.0.0.2,1,2,23,2142,56,normal
2026-08-22 08:20:36,1,N/A,N/A,3,1,3,238,56,normal
2026-08-22 08:20:36,1,10.0.0.1,10.0.0.2,1,3,2,140,56,normal
2026-08-22 08:20:36,1,N/A,N/A,3,2,11,910,56,normal
2026-08-22 08:20:36,1,10.0.0.2,10.0.0.3,2,3,10,812,56,normal
2026-08-22 08:20:41,1,10.0.0.2,10.0.0.3,2,1,24,2240,61,normal
2026-08-22 08:20:41,1,10.0.0.1,10.0.0.2,1,2,23,2142,61,normal
2026-08-22 08:20:41,1,N/A,N/A,3,1,3,238,61,normal
2026-08-22 08:20:41,1,10.0.0.1,10.0.0.2,1,3,2,140,61,normal
2026-08-22 08:20:41,1,N/A,N/A,3,2,16,1400,61,normal
2026-08-22 08:20:41,1,10.0.0.2,10.0.0.3,2,3,15,1302,61,normal
2026-08-22 08:20:46,1,10.0.0.2,10.0.0.3,2,1,24,2240,66,normal
2026-08-22 08:20:46,1,10.0.0.1,10.0.0.2,1,2,23,2142,66,normal
2026-08-22 08:20:46,1,N/A,N/A,3,1,3,238,66,normal
2026-08-22 08:20:46,1,10.0.0.1,10.0.0.2,1,3,2,140,66,normal
2026-08-22 08:20:46,1,N/A,N/A,3,2,21,1890,66,normal
2026-08-22 08:20:46,1,10.0.0.2,10.0.0.3,2,3,20,1792,66,normal
2026-08-22 08:20:51,1,10.0.0.2,10.0.0.3,2,1,24,2240,71,normal
2026-08-22 08:20:51,1,10.0.0.1,10.0.0.2,1,2,23,2142,71,normal
2026-08-22 08:20:51,1,N/A,N/A,3,1,3,238,71,normal
2026-08-22 08:20:51,1,10.0.0.1,10.0.0.2,1,3,2,140,71,normal
2026-08-22 08:20:51,1,N/A,N/A,3,2,25,2282,71,normal
2026-08-22 08:20:51,1,10.0.0.2,10.0.0.3,2,3,24,2184,71,normal
2026-08-22 08:20:56,1,10.0.0.2,10.0.0.3,2,1,24,2240,76,normal
2026-08-22 08:20:56,1,10.0.0.1,10.0.0.2,1,2,23,2142,76,normal
2026-08-22 08:20:56,1,N/A,N/A,3,1,3,238,76,normal
2026-08-22 08:20:56,1,10.0.0.1,10.0.0.2,1,3,2,140,76,normal
2026-08-22 08:20:56,1,N/A,N/A,3,2,25,2282,76,normal
2026-08-22 08:20:56,1,10.0.0.2,10.0.0.3,2,3,24,2184,76,normal
